y1,y2,b10,b11,l2,l3,l4,l5,l6,l7,l8,l9,l10,l11,l12,g3,g4,g5,g6,g7,g8,ib8,ib9,ib10
64.5,258,3.5,2.75,3093171.6960,3083404.6680,3368666.3500,3225357.9280,3219344.0010,3295844.8340,3354594.2280,3413221.0730,3382828.4550,3212537.4520,3206855.8140,3715.5581,4035.8989,3992.6133,3927.3415,3906.9954,3969.3185,118781.0000,121801.0000,126802.0000
71.75,287,4.25,3.5,3058560.0540,3093171.6960,3083404.6680,3368666.3500,3225357.9280,3219344.0010,3295844.8340,3354594.2280,3413221.0730,3382828.4550,3212537.4520,3857.0346,3715.5581,4035.8989,3992.6133,3927.3415,3906.9954,110979.0000,118781.0000,121801.0000
73.25,293,4.25,4.25,3081753.0830,3058560.0540,3093171.6960,3083404.6680,3368666.3500,3225357.9280,3219344.0010,3295844.8340,3354594.2280,3413221.0730,3382828.4550,4255.1892,3857.0346,3715.5581,4035.8989,3992.6133,3927.3415,103501.0000,110979.0000,118781.0000
76.75,307,5.25,4.25,3034985.6340,3081753.0830,3058560.0540,3093171.6960,3083404.6680,3368666.3500,3225357.9280,3219344.0010,3295844.8340,3354594.2280,3413221.0730,4135.7725,4255.1892,3857.0346,3715.5581,4035.8989,3992.6133,101916.0000,103501.0000,110979.0000
83,332,6.25,5.25,3057266.3690,3034985.6340,3081753.0830,3058560.0540,3093171.6960,3083404.6680,3368666.3500,3225357.9280,3219344.0010,3295844.8340,3354594.2280,4157.4299,4135.7725,4255.1892,3857.0346,3715.5581,4035.8989,104822.0000,101916.0000,103501.0000
78.75,315,7.75,6.25,3039031.5260,3057266.3690,3034985.6340,3081753.0830,3058560.0540,3093171.6960,3083404.6680,3368666.3500,3225357.9280,3219344.0010,3295844.8340,4144.5305,4157.4299,4135.7725,4255.1892,3857.0346,3715.5581,112144.0000,104822.0000,101916.0000
79.5,318,7.75,7.75,3042425.9000,3039031.5260,3057266.3690,3034985.6340,3081753.0830,3058560.0540,3093171.6960,3083404.6680,3368666.3500,3225357.9280,3219344.0010,4293.6635,4144.5305,4157.4299,4135.7725,4255.1892,3857.0346,113142.0000,112144.0000,104822.0000
82.5,330,9.25,7.75,3064266.0830,3042425.9000,3039031.5260,3057266.3690,3034985.6340,3081753.0830,3058560.0540,3093171.6960,3083404.6680,3368666.3500,3225357.9280,4305.5734,4293.6635,4144.5305,4157.4299,4135.7725,4255.1892,119999.0000,113142.0000,112144.0000
69,276,9.25,9.25,2993820.0650,3064266.0830,3042425.9000,3039031.5260,3057266.3690,3034985.6340,3081753.0830,3058560.0540,3093171.6960,3083404.6680,3368666.3500,4226.4042,4305.5734,4293.6635,4144.5305,4157.4299,4135.7725,107876.0000,119999.0000,113142.0000
72.5,290,10.75,9.25,3049438.7270,2993820.0650,3064266.0830,3042425.9000,3039031.5260,3057266.3690,3034985.6340,3081753.0830,3058560.0540,3093171.6960,3083404.6680,4309.5811,4226.4042,4305.5734,4293.6635,4144.5305,4157.4299,111351.0000,107876.0000,119999.0000
76.25,305,11.75,10.75,3234976.4410,3049438.7270,2993820.0650,3064266.0830,3042425.9000,3039031.5260,3057266.3690,3034985.6340,3081753.0830,3058560.0540,3093171.6960,4318.4533,4309.5811,4226.4042,4305.5734,4293.6635,4144.5305,98542.0000,111351.0000,107876.0000
76.75,307,11.75,11.75,2975209.7470,3234976.4410,3049438.7270,2993820.0650,3064266.0830,3042425.9000,3039031.5260,3057266.3690,3034985.6340,3081753.0830,3058560.0540,4352.1896,4318.4533,4309.5811,4226.4042,4305.5734,4293.6635,103165.0000,98542.0000,111351.0000
86.5,346,12.75,11.75,2984186.5620,2975209.7470,3234976.4410,3049438.7270,2993820.0650,3064266.0830,3042425.9000,3039031.5260,3057266.3690,3034985.6340,3081753.0830,4020.1404,4352.1896,4318.4533,4309.5811,4226.4042,4305.5734,109523.0000,103165.0000,98542.0000
98.75,395,13.25,12.75,2976608.9390,2984186.5620,2975209.7470,3234976.4410,3049438.7270,2993820.0650,3064266.0830,3042425.9000,3039031.5260,3057266.3690,3034985.6340,4104.2751,4020.1404,4352.1896,4318.4533,4309.5811,4226.4042,110037.0000,109523.0000,103165.0000
97,388,13.25,13.25,2919046.3770,2976608.9390,2984186.5620,2975209.7470,3234976.4410,3049438.7270,2993820.0650,3064266.0830,3042425.9000,3039031.5260,3057266.3690,4595.2149,4104.2751,4020.1404,4352.1896,4318.4533,4309.5811,116037.0000,110037.0000,109523.0000
